Order_ID,Supplier_Name,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Cost_of_Goods_Sold,Avg_Inventory_Value,Items_Ordered,Items_Damaged
ORD-100569,IotaImports SA,18-09-2023,30-09-2023,10-10-2023,206210.69,44943.14,54,3
ORD-100570,ZetaFreight LLC,04-11-2024,09-11-2024,09-11-2024,216021.62,80798.99,829,31
ORD-100571,EpsilonEx Corp.,01-04-2023,05-04-2023,06-04-2023,168251.93,41346.8,712,10
ORD-100572,BetaLogistics Ltd.,06-11-2022,09-11-2022,10-11-2022,12517.56,1385.3,846,40
ORD-100573,BetaLogistics Ltd.,23-02-2022,09-03-2022,17-03-2022,142453.21,42077.11,935,59
ORD-100574,IotaImports SA,08-01-2022,18-01-2022,17-01-2022,209121.48,78810.93,843,40
ORD-100575,DeltaCargo Pvt.,14-02-2023,04-03-2023,13-03-2023,94616.92,39466.75,641,27
ORD-100576,KappaKargo BV,10-10-2024,25-10-2024,30-10-2024,74291.46,20168.45,847,57
ORD-100577,DeltaCargo Pvt.,28-07-2023,02-08-2023,05-08-2023,83737.32,21515.97,141,0
ORD-100578,GammaGoods Inc.,05-09-2024,09-09-2024,21-09-2024,108653.72,26287.5,663,33
ORD-100579,ZetaFreight LLC,22-04-2022,01-05-2022,12-05-2022,22191.45,9135.39,991,32
ORD-100580,DeltaCargo Pvt.,13-04-2022,02-05-2022,13-05-2022,63232.85,15290.5,408,6
ORD-100581,EpsilonEx Corp.,01-07-2024,04-07-2024,17-07-2024,163499.09,91302.21,977,77
ORD-100582,EpsilonEx Corp.,27-04-2022,03-05-2022,04-05-2022,120758.64,29083.96,531,17
ORD-100583,IotaImports SA,26-02-2022,01-03-2022,13-03-2022,65598.63,32502.02,495,13
ORD-100584,IotaImports SA,19-03-2023,29-03-2023,29-03-2023,233065.39,60565.66,335,5
ORD-100585,EtaDistrib.,09-10-2024,29-10-2024,01-11-2024,77407.88,32307.75,152,12
ORD-100586,KappaKargo BV,25-01-2024,09-02-2024,16-02-2024,36682.88,16489.24,883,60
ORD-100587,GammaGoods Inc.,19-04-2022,30-04-2022,10-05-2022,53840.35,10078.2,735,4
ORD-100588,EtaDistrib.,05-07-2024,10-07-2024,17-07-2024,77663.28,22521.03,430,19
ORD-100589,EpsilonEx Corp.,12-07-2024,21-07-2024,28-07-2024,133026.97,21788.62,964,11
ORD-100590,EpsilonEx Corp.,26-05-2024,07-06-2024,11-06-2024,21248.57,7550.21,224,13
ORD-100591,ThetaTrade GmbH,15-09-2024,22-09-2024,30-09-2024,214460.81,118963.62,790,31
ORD-100592,DeltaCargo Pvt.,20-09-2022,05-10-2022,11-10-2022,219981.78,87578.69,480,4
ORD-100593,GammaGoods Inc.,08-12-2024,28-12-2024,03-01-2025,82995.9,37417.05,643,29
ORD-100594,EpsilonEx Corp.,18-12-2022,24-12-2022,31-12-2022,194951.54,47086.04,85,6
ORD-100595,AlphaSupply Co.,28-05-2024,04-06-2024,12-06-2024,151924.72,50759.99,630,17
ORD-100596,ZetaFreight LLC,27-09-2023,02-10-2023,05-10-2023,212133.78,99785.48,695,3
ORD-100597,ThetaTrade GmbH,03-05-2024,19-05-2024,19-05-2024,72856.74,12068.77,980,74
ORD-100598,BetaLogistics Ltd.,19-11-2023,30-11-2023,03-12-2023,154507.76,24853.22,379,4
ORD-100599,EpsilonEx Corp.,05-12-2023,13-12-2023,17-12-2023,22810.23,4840.73,119,5
ORD-100600,GammaGoods Inc.,06-11-2023,12-11-2023,12-11-2023,7315.75,1597.76,108,5
ORD-100601,BetaLogistics Ltd.,03-05-2024,07-05-2024,08-05-2024,219300.98,127457.5,192,4
ORD-100602,BetaLogistics Ltd.,20-03-2024,31-03-2024,14-04-2024,77164.21,13835.87,334,5
ORD-100603,EpsilonEx Corp.,28-05-2022,12-06-2022,14-06-2022,114125.64,17412.99,840,8
ORD-100604,ZetaFreight LLC,23-06-2024,30-06-2024,10-07-2024,61785.95,10432.02,235,1
ORD-100605,ZetaFreight LLC,10-08-2023,13-08-2023,13-08-2023,219817.83,44283.52,188,8
ORD-100606,AlphaSupply Co.,20-12-2022,31-12-2022,14-01-2023,99210.88,28211.59,80,5
ORD-100607,AlphaSupply Co.,18-07-2023,02-08-2023,03-08-2023,48884.09,9707.24,414,4
ORD-100608,BetaLogistics Ltd.,24-11-2024,03-12-2024,07-12-2024,153958.26,22154.61,623,35
ORD-100609,ThetaTrade GmbH,28-07-2024,04-08-2024,15-08-2024,55338.51,9313.98,317,10
ORD-100610,EtaDistrib.,01-07-2024,06-07-2024,07-07-2024,68869.02,34078.73,521,1
ORD-100611,EpsilonEx Corp.,22-05-2023,07-06-2023,14-06-2023,169834.79,61146.94,281,12
ORD-100612,AlphaSupply Co.,08-05-2024,26-05-2024,06-06-2024,240008.76,113509.87,810,16
ORD-100613,AlphaSupply Co.,26-02-2023,14-03-2023,12-03-2023,189928.42,35772.96,74,4
ORD-100614,DeltaCargo Pvt.,22-01-2024,03-02-2024,01-02-2024,35414.88,8945.31,240,7
ORD-100615,IotaImports SA,02-12-2023,18-12-2023,29-12-2023,81576.52,48224.18,588,31
ORD-100616,BetaLogistics Ltd.,01-10-2022,11-10-2022,13-10-2022,200109.41,28582.45,851,63
ORD-100617,ZetaFreight LLC,19-10-2022,22-10-2022,04-11-2022,72411.1,23123.41,431,8
ORD-100618,ZetaFreight LLC,08-03-2022,17-03-2022,30-03-2022,186317.04,46185.26,116,9
ORD-100619,KappaKargo BV,03-06-2022,18-06-2022,30-06-2022,120589.15,12501.14,574,9
ORD-100620,GammaGoods Inc.,20-04-2023,04-05-2023,18-05-2023,221680.09,83401.8,307,2
ORD-100621,GammaGoods Inc.,08-06-2023,28-06-2023,09-07-2023,92991.53,34872.07,339,5
ORD-100622,EtaDistrib.,30-06-2022,20-07-2022,24-07-2022,233970.01,60886.09,927,60
ORD-100623,EpsilonEx Corp.,02-04-2023,09-04-2023,23-04-2023,104821.5,35233.58,945,51
ORD-100624,BetaLogistics Ltd.,24-10-2023,27-10-2023,30-10-2023,182927.75,54141.82,296,23
ORD-100625,EtaDistrib.,12-09-2022,19-09-2022,26-09-2022,52822.67,17542.56,612,35
ORD-100626,KappaKargo BV,06-01-2023,24-01-2023,22-01-2023,135043.42,70766.03,564,19
ORD-100627,KappaKargo BV,07-02-2023,24-02-2023,10-03-2023,80983.08,37008.19,964,69
ORD-100628,BetaLogistics Ltd.,08-07-2023,12-07-2023,20-07-2023,8118,1949.31,949,73
ORD-100629,ThetaTrade GmbH,06-02-2023,11-02-2023,25-02-2023,112132.07,24643.32,382,24
ORD-100630,ThetaTrade GmbH,17-03-2024,30-03-2024,02-04-2024,47261.62,21863.64,74,3
ORD-100631,EtaDistrib.,25-12-2022,08-01-2023,11-01-2023,239853.39,50910.66,52,3
ORD-100632,EpsilonEx Corp.,21-04-2023,11-05-2023,17-05-2023,203104.25,112477.7,54,1
ORD-100633,ThetaTrade GmbH,20-02-2023,08-03-2023,20-03-2023,186183.66,96146.78,792,57
ORD-100634,ZetaFreight LLC,20-07-2022,26-07-2022,02-08-2022,116066.35,26261.12,753,60
ORD-100635,AlphaSupply Co.,21-01-2024,24-01-2024,04-02-2024,68480.68,34291.71,836,44
ORD-100636,BetaLogistics Ltd.,15-09-2022,29-09-2022,30-09-2022,84468.95,16528.36,182,3
ORD-100637,ThetaTrade GmbH,22-11-2022,04-12-2022,15-12-2022,55069.22,6191.46,105,1
ORD-100638,EpsilonEx Corp.,18-05-2024,06-06-2024,16-06-2024,140212.72,81401.94,212,16
ORD-100639,ZetaFreight LLC,04-11-2024,17-11-2024,30-11-2024,203762.72,97943.71,644,45
ORD-100640,IotaImports SA,05-01-2024,17-01-2024,15-01-2024,50915.66,17541.04,58,3
ORD-100641,GammaGoods Inc.,30-09-2024,08-10-2024,12-10-2024,6114.13,3189.16,678,51
ORD-100642,IotaImports SA,24-07-2024,28-07-2024,27-07-2024,35773.6,4933.56,895,36
ORD-100643,GammaGoods Inc.,11-06-2023,29-06-2023,03-07-2023,117928.38,55407.61,188,13
ORD-100644,EpsilonEx Corp.,23-04-2024,10-05-2024,20-05-2024,9556.03,5524.94,752,10
ORD-100645,GammaGoods Inc.,26-12-2022,31-12-2022,08-01-2023,103800.63,52865.18,575,8
ORD-100646,EtaDistrib.,20-05-2023,04-06-2023,14-06-2023,32233.73,10180.63,947,39
ORD-100647,BetaLogistics Ltd.,10-08-2023,19-08-2023,29-08-2023,31402.77,8577.84,281,7
ORD-100648,DeltaCargo Pvt.,17-11-2024,27-11-2024,11-12-2024,179589.7,98093.32,265,9
ORD-100649,GammaGoods Inc.,18-07-2024,05-08-2024,17-08-2024,249876.82,61408.11,65,4
ORD-100650,ThetaTrade GmbH,20-06-2023,08-07-2023,15-07-2023,52648,29942.19,720,3
ORD-100651,AlphaSupply Co.,16-12-2023,22-12-2023,03-01-2024,61249.33,15920.22,874,50
ORD-100652,EtaDistrib.,10-08-2022,18-08-2022,16-08-2022,77622.47,12614.23,67,0
ORD-100653,EtaDistrib.,30-05-2024,16-06-2024,26-06-2024,197351.79,43011.82,517,35
ORD-100654,ThetaTrade GmbH,29-08-2023,17-09-2023,23-09-2023,128943.97,46386.52,738,12
ORD-100655,ZetaFreight LLC,07-08-2023,11-08-2023,25-08-2023,144815.87,23974.7,793,47
ORD-100656,EtaDistrib.,19-04-2024,07-05-2024,13-05-2024,138894.25,40276.36,934,44
ORD-100657,BetaLogistics Ltd.,25-11-2023,06-12-2023,07-12-2023,234655.98,129747.82,737,23
ORD-100658,ZetaFreight LLC,21-03-2022,03-04-2022,13-04-2022,13538.98,1989.47,925,20
ORD-100659,EtaDistrib.,12-11-2022,16-11-2022,30-11-2022,43689.32,17793.44,995,5
ORD-100660,GammaGoods Inc.,13-07-2022,28-07-2022,26-07-2022,98617.68,29770.93,932,26
ORD-100661,BetaLogistics Ltd.,15-03-2024,30-03-2024,29-03-2024,124567.59,52782.7,466,7
ORD-100662,GammaGoods Inc.,08-02-2022,22-02-2022,03-03-2022,32914.54,11349.07,437,5
ORD-100663,EpsilonEx Corp.,10-08-2022,27-08-2022,03-09-2022,223826.57,120497.6,456,27
ORD-100664,AlphaSupply Co.,17-10-2023,06-11-2023,13-11-2023,171075.43,51536.32,954,16
ORD-100665,KappaKargo BV,31-01-2024,18-02-2024,17-02-2024,233399.62,82673.47,317,6
ORD-100666,EtaDistrib.,06-07-2023,22-07-2023,29-07-2023,235496.3,38873.03,765,21
ORD-100667,ThetaTrade GmbH,31-07-2024,20-08-2024,27-08-2024,130570.6,45066.87,644,24
ORD-100668,IotaImports SA,03-10-2024,18-10-2024,30-10-2024,213987.02,33674.16,108,4
ORD-100669,ZetaFreight LLC,25-05-2022,09-06-2022,13-06-2022,185504.87,72637.2,512,27
ORD-100670,ThetaTrade GmbH,08-11-2024,20-11-2024,23-11-2024,93324.5,29275.6,235,11
ORD-100671,ZetaFreight LLC,04-11-2023,20-11-2023,19-11-2023,166050.57,81644.66,743,29
ORD-100672,ThetaTrade GmbH,28-11-2023,02-12-2023,09-12-2023,238423.12,73729.61,475,15
ORD-100673,AlphaSupply Co.,15-04-2022,27-04-2022,06-05-2022,192182.21,79812.83,389,8
ORD-100674,IotaImports SA,12-11-2023,22-11-2023,24-11-2023,178805.97,23154.69,112,6
ORD-100675,EpsilonEx Corp.,05-03-2024,24-03-2024,03-04-2024,59358.52,27008.67,174,4
ORD-100676,EpsilonEx Corp.,28-09-2023,02-10-2023,15-10-2023,208626.48,120735.67,776,53
ORD-100677,DeltaCargo Pvt.,03-04-2022,17-04-2022,17-04-2022,100467.86,32540.47,870,41
ORD-100678,EpsilonEx Corp.,27-07-2023,02-08-2023,09-08-2023,157899.09,16567.49,326,17
ORD-100679,EpsilonEx Corp.,21-10-2024,08-11-2024,17-11-2024,171043.14,68729.12,837,34
ORD-100680,DeltaCargo Pvt.,03-03-2024,21-03-2024,19-03-2024,131234.15,22649.52,574,43
ORD-100681,KappaKargo BV,31-05-2022,07-06-2022,08-06-2022,45568.39,15219.12,383,13
ORD-100682,ZetaFreight LLC,17-11-2024,05-12-2024,09-12-2024,175876.78,20441.78,479,16
ORD-100683,ThetaTrade GmbH,15-11-2024,26-11-2024,26-11-2024,65574.37,21075.98,706,50
ORD-100684,KappaKargo BV,05-07-2022,25-07-2022,29-07-2022,70014.32,37614.7,914,44
ORD-100685,EtaDistrib.,26-05-2024,11-06-2024,11-06-2024,36063.92,6047.68,518,19
ORD-100686,DeltaCargo Pvt.,22-03-2023,25-03-2023,07-04-2023,156885.86,54778.72,379,8
ORD-100687,ThetaTrade GmbH,13-10-2023,19-10-2023,27-10-2023,33764.41,7662.36,773,15
ORD-100688,AlphaSupply Co.,03-05-2023,13-05-2023,16-05-2023,89578.12,20649.13,549,35
ORD-100689,ThetaTrade GmbH,06-05-2024,12-05-2024,23-05-2024,222932.94,94000.02,421,9
ORD-100690,AlphaSupply Co.,27-12-2024,01-01-2025,30-12-2024,116001.18,55000.64,487,0
ORD-100691,EpsilonEx Corp.,20-05-2024,09-06-2024,17-06-2024,224153.66,120290.42,559,1
ORD-100692,GammaGoods Inc.,16-10-2024,03-11-2024,12-11-2024,125715.66,30061.52,183,14
ORD-100693,IotaImports SA,01-11-2024,11-11-2024,22-11-2024,48814.28,6608.87,104,5
ORD-100694,EtaDistrib.,09-04-2022,15-04-2022,16-04-2022,190934.35,61316.87,682,27
ORD-100695,EtaDistrib.,05-10-2022,11-10-2022,19-10-2022,91594.62,35932.17,216,16
ORD-100696,EtaDistrib.,01-03-2024,20-03-2024,31-03-2024,241770.6,113581.48,555,16
ORD-100697,ThetaTrade GmbH,09-10-2023,17-10-2023,28-10-2023,69221.66,33090.43,793,50
ORD-100698,BetaLogistics Ltd.,24-02-2022,27-02-2022,27-02-2022,206426.12,109779.19,254,15
ORD-100699,AlphaSupply Co.,15-04-2022,25-04-2022,09-05-2022,125995.79,14562.86,412,16
ORD-100700,KappaKargo BV,24-07-2023,04-08-2023,06-08-2023,211322.41,124785.68,980,61
ORD-100701,ZetaFreight LLC,06-11-2023,20-11-2023,24-11-2023,49843.88,29079.31,83,6
ORD-100702,EtaDistrib.,03-07-2022,12-07-2022,13-07-2022,160248.78,18873.06,768,12
ORD-100703,DeltaCargo Pvt.,07-07-2022,26-07-2022,26-07-2022,32730.49,8400.21,209,0
ORD-100704,IotaImports SA,22-05-2022,05-06-2022,07-06-2022,202351.38,97689.44,911,60
ORD-100705,AlphaSupply Co.,11-09-2023,01-10-2023,01-10-2023,62735.14,21283.22,441,14
ORD-100706,EpsilonEx Corp.,09-01-2022,18-01-2022,28-01-2022,109755.99,11230.33,56,2
ORD-100707,EtaDistrib.,19-09-2023,03-10-2023,11-10-2023,165713.99,45962.08,732,13
ORD-100708,EpsilonEx Corp.,06-06-2023,15-06-2023,19-06-2023,122162.58,47578.6,190,13
ORD-100709,KappaKargo BV,26-05-2023,10-06-2023,17-06-2023,195829.75,105706.95,395,23
ORD-100710,AlphaSupply Co.,14-01-2024,30-01-2024,07-02-2024,173601.77,89339.94,527,40
ORD-100711,ThetaTrade GmbH,27-07-2023,04-08-2023,05-08-2023,36949.41,21177.91,758,29
ORD-100712,IotaImports SA,07-03-2024,26-03-2024,29-03-2024,194498.39,64955.48,448,35
ORD-100713,AlphaSupply Co.,16-04-2024,04-05-2024,16-05-2024,108753.17,54282.72,866,35
ORD-100714,EtaDistrib.,04-10-2024,23-10-2024,21-10-2024,151450.64,22773.3,508,25
ORD-100715,AlphaSupply Co.,25-05-2024,31-05-2024,14-06-2024,58060.43,20856.99,374,20
ORD-100716,EtaDistrib.,21-07-2023,05-08-2023,19-08-2023,108657.44,60662.4,370,14
ORD-100717,DeltaCargo Pvt.,23-06-2023,27-06-2023,29-06-2023,205204.47,106588.09,811,37
ORD-100718,IotaImports SA,16-09-2022,20-09-2022,23-09-2022,231934.04,99222.52,682,12
ORD-100719,GammaGoods Inc.,19-10-2023,08-11-2023,09-11-2023,234980.48,41027.98,170,5
ORD-100720,DeltaCargo Pvt.,02-06-2022,07-06-2022,14-06-2022,176521.77,33722.83,763,43
ORD-100721,AlphaSupply Co.,16-10-2024,03-11-2024,04-11-2024,24333.04,10690.14,444,1
ORD-100722,ThetaTrade GmbH,14-07-2024,24-07-2024,04-08-2024,113445.16,29811.56,381,21
ORD-100723,AlphaSupply Co.,12-05-2022,20-05-2022,24-05-2022,52302.44,13845.71,142,3
ORD-100724,EtaDistrib.,10-05-2024,14-05-2024,28-05-2024,175915.57,92146.58,999,22
ORD-100725,DeltaCargo Pvt.,09-05-2022,24-05-2022,05-06-2022,44535.93,4909.35,99,5
ORD-100726,KappaKargo BV,29-02-2024,15-03-2024,19-03-2024,244506.17,72437.14,997,17
ORD-100727,BetaLogistics Ltd.,07-04-2022,18-04-2022,26-04-2022,52661.24,11538.62,111,9
ORD-100728,EtaDistrib.,19-06-2023,06-07-2023,04-07-2023,17914.86,2034.23,530,42
ORD-100729,BetaLogistics Ltd.,22-12-2023,30-12-2023,29-12-2023,211668.99,44087.81,149,5
ORD-100730,AlphaSupply Co.,09-03-2024,21-03-2024,27-03-2024,54556.47,10481.59,518,17
ORD-100731,IotaImports SA,04-04-2023,12-04-2023,18-04-2023,10883.12,3833.44,844,5
ORD-100732,IotaImports SA,06-10-2024,19-10-2024,23-10-2024,139279,44234.43,611,38
ORD-100733,KappaKargo BV,27-04-2024,02-05-2024,01-05-2024,242462.27,81430.9,567,7
ORD-100734,BetaLogistics Ltd.,17-08-2022,28-08-2022,09-09-2022,70536.92,38016.27,163,12
ORD-100735,IotaImports SA,05-01-2024,17-01-2024,21-01-2024,105137.13,36505.1,950,75
ORD-100736,EpsilonEx Corp.,10-03-2024,23-03-2024,28-03-2024,63105.89,26473.07,406,4
ORD-100737,GammaGoods Inc.,01-01-2023,12-01-2023,16-01-2023,141706.31,60046.86,561,31
ORD-100738,DeltaCargo Pvt.,19-03-2024,02-04-2024,08-04-2024,84083.35,30138.6,903,34
ORD-100739,BetaLogistics Ltd.,10-09-2024,22-09-2024,01-10-2024,149884.06,37828.81,647,28
ORD-100740,EtaDistrib.,13-06-2024,21-06-2024,01-07-2024,122115.13,67356.18,748,11
ORD-100741,ZetaFreight LLC,14-04-2024,20-04-2024,27-04-2024,232584.24,74214.78,225,13
ORD-100742,BetaLogistics Ltd.,26-11-2023,10-12-2023,10-12-2023,169154.29,65219.8,487,6
ORD-100743,ThetaTrade GmbH,24-10-2022,12-11-2022,24-11-2022,172235.54,65375.82,564,40
ORD-100744,ZetaFreight LLC,20-05-2024,05-06-2024,07-06-2024,124184.36,63808.29,217,8
ORD-100745,EtaDistrib.,03-02-2023,17-02-2023,15-02-2023,79270.54,29116.9,416,21
ORD-100746,BetaLogistics Ltd.,06-08-2023,25-08-2023,23-08-2023,81920.99,26907.07,840,62
ORD-100747,IotaImports SA,11-12-2022,30-12-2022,10-01-2023,128477.92,42401.63,935,55
ORD-100748,DeltaCargo Pvt.,09-12-2022,21-12-2022,25-12-2022,52018.24,25487.6,833,36
ORD-100749,EpsilonEx Corp.,22-06-2022,26-06-2022,24-06-2022,37444.56,9922.34,938,30
ORD-100750,BetaLogistics Ltd.,18-11-2024,02-12-2024,13-12-2024,96229.45,54603.05,999,37
ORD-100751,KappaKargo BV,11-06-2022,25-06-2022,28-06-2022,36966.49,19344.64,238,7
ORD-100752,ZetaFreight LLC,05-04-2022,12-04-2022,26-04-2022,61536.59,10410.38,863,65
ORD-100753,ThetaTrade GmbH,22-10-2024,09-11-2024,21-11-2024,136080.83,35193.16,639,13
ORD-100754,EtaDistrib.,31-08-2023,18-09-2023,16-09-2023,198573.23,109773.25,866,28
ORD-100755,AlphaSupply Co.,25-04-2023,03-05-2023,12-05-2023,60069.04,14367.65,656,41
ORD-100756,EtaDistrib.,18-03-2024,29-03-2024,06-04-2024,198957.8,51496.07,168,5
ORD-100757,DeltaCargo Pvt.,24-02-2023,02-03-2023,02-03-2023,8807.7,1838.41,584,41
ORD-100758,ZetaFreight LLC,21-05-2022,27-05-2022,30-05-2022,249270.57,31706.48,773,15
ORD-100759,ZetaFreight LLC,10-03-2024,17-03-2024,23-03-2024,131650.04,44659.39,168,0
ORD-100760,ThetaTrade GmbH,12-07-2022,21-07-2022,21-07-2022,121592.4,58051.43,529,27
ORD-100761,GammaGoods Inc.,29-08-2023,05-09-2023,15-09-2023,164386.18,70685.84,671,27
ORD-100762,KappaKargo BV,05-11-2024,10-11-2024,12-11-2024,121418.1,13818.9,491,37
ORD-100763,EpsilonEx Corp.,22-10-2024,02-11-2024,15-11-2024,104965.46,37965.11,809,27
ORD-100764,ThetaTrade GmbH,31-01-2023,14-02-2023,25-02-2023,95890.91,25424.95,170,2
ORD-100765,EtaDistrib.,04-05-2024,12-05-2024,20-05-2024,244569.09,102937.75,378,10
ORD-100766,ZetaFreight LLC,02-11-2023,14-11-2023,14-11-2023,216066.7,65377.44,954,30
ORD-100767,ZetaFreight LLC,09-06-2023,16-06-2023,14-06-2023,128090.59,75607.4,539,25
ORD-100768,EtaDistrib.,03-06-2022,18-06-2022,18-06-2022,209930.89,107951.73,222,5
ORD-100769,IotaImports SA,17-02-2023,03-03-2023,09-03-2023,41526.9,18694.81,160,7
ORD-100770,GammaGoods Inc.,15-12-2023,04-01-2024,15-01-2024,134714.02,48205.19,614,45
ORD-100771,GammaGoods Inc.,16-12-2024,19-12-2024,19-12-2024,115291.95,45604.47,935,32
ORD-100772,KappaKargo BV,06-01-2022,24-01-2022,03-02-2022,84596.12,27161.09,96,5
ORD-100773,KappaKargo BV,25-02-2024,05-03-2024,03-03-2024,230017.79,114394.42,154,3
ORD-100774,DeltaCargo Pvt.,15-07-2024,19-07-2024,21-07-2024,208960.85,115788.77,406,26
ORD-100775,DeltaCargo Pvt.,07-11-2024,22-11-2024,30-11-2024,227236.06,136238.82,248,5
ORD-100776,ThetaTrade GmbH,10-04-2023,16-04-2023,28-04-2023,160628.15,64157.32,165,8
ORD-100777,KappaKargo BV,10-05-2022,16-05-2022,27-05-2022,97174.19,42848.25,333,8
ORD-100778,KappaKargo BV,24-10-2022,13-11-2022,20-11-2022,190419.08,57112.63,661,4
ORD-100779,GammaGoods Inc.,20-07-2024,26-07-2024,24-07-2024,31598.91,3293.76,835,21
ORD-100780,GammaGoods Inc.,19-08-2024,31-08-2024,02-09-2024,214004.5,96648.37,341,6
ORD-100781,ZetaFreight LLC,29-11-2023,05-12-2023,16-12-2023,12050.93,6833.09,716,51
ORD-100782,BetaLogistics Ltd.,15-05-2022,20-05-2022,19-05-2022,205462.03,108856.31,832,18
ORD-100783,KappaKargo BV,14-05-2022,17-05-2022,27-05-2022,177465.42,95708.94,56,4
ORD-100784,DeltaCargo Pvt.,08-06-2023,11-06-2023,20-06-2023,26672.8,8030.19,861,34
ORD-100785,GammaGoods Inc.,07-10-2023,18-10-2023,28-10-2023,41014.47,18734.42,224,4
ORD-100786,KappaKargo BV,05-02-2022,15-02-2022,16-02-2022,115835.91,48560.15,701,22
ORD-100787,IotaImports SA,22-01-2024,25-01-2024,27-01-2024,78469.35,29070.34,763,11
ORD-100788,KappaKargo BV,20-08-2023,29-08-2023,30-08-2023,217486.7,38236.32,853,57
ORD-100789,ZetaFreight LLC,14-01-2022,21-01-2022,25-01-2022,52244.23,20256.19,434,4
ORD-100790,ThetaTrade GmbH,15-04-2022,28-04-2022,04-05-2022,107184.59,26720.63,677,47
ORD-100791,EpsilonEx Corp.,13-05-2023,02-06-2023,02-06-2023,68815.4,31090.43,74,0
ORD-100792,AlphaSupply Co.,02-03-2024,17-03-2024,24-03-2024,36159.63,20698.72,475,11
ORD-100793,EtaDistrib.,22-06-2024,11-07-2024,13-07-2024,68636.65,31835.66,966,11
ORD-100794,AlphaSupply Co.,18-04-2023,24-04-2023,01-05-2023,215696.84,49559.47,200,11
ORD-100795,BetaLogistics Ltd.,20-11-2022,26-11-2022,29-11-2022,180297.53,59971.27,193,8
ORD-100796,GammaGoods Inc.,26-11-2024,12-12-2024,26-12-2024,228988.8,87572.84,715,54
ORD-100797,EtaDistrib.,18-05-2023,26-05-2023,29-05-2023,104293.44,48295.83,535,16
ORD-100798,ThetaTrade GmbH,12-12-2022,30-12-2022,11-01-2023,63901.11,11113.92,482,2
ORD-100799,BetaLogistics Ltd.,30-04-2023,11-05-2023,11-05-2023,11447.8,4153.22,286,17
ORD-100800,ThetaTrade GmbH,14-01-2022,20-01-2022,19-01-2022,126313.69,66954.88,212,10
ORD-100801,ThetaTrade GmbH,27-11-2022,15-12-2022,16-12-2022,14733.44,1676.58,751,50
ORD-100802,ZetaFreight LLC,19-07-2023,31-07-2023,05-08-2023,6047.37,2804.71,390,13
ORD-100803,EtaDistrib.,02-10-2024,19-10-2024,01-11-2024,153153.49,82736.31,788,47
ORD-100804,EpsilonEx Corp.,19-03-2024,30-03-2024,30-03-2024,45382.36,22595.05,471,6
ORD-100805,BetaLogistics Ltd.,05-05-2024,10-05-2024,21-05-2024,142145.82,80443.1,427,34
ORD-100806,BetaLogistics Ltd.,20-08-2023,04-09-2023,13-09-2023,145513.06,71498.61,268,4
ORD-100807,BetaLogistics Ltd.,02-05-2022,07-05-2022,10-05-2022,182340.59,65462.38,676,45
ORD-100808,EpsilonEx Corp.,05-03-2023,19-03-2023,22-03-2023,98866.52,33463.07,320,5
ORD-100809,EtaDistrib.,27-12-2024,06-01-2025,20-01-2025,177763.1,20606.27,914,57
ORD-100810,BetaLogistics Ltd.,18-02-2022,07-03-2022,17-03-2022,94661.54,10346.48,438,30
ORD-100811,BetaLogistics Ltd.,20-08-2024,07-09-2024,09-09-2024,28957.84,12154.6,824,58
ORD-100812,EtaDistrib.,20-01-2024,30-01-2024,12-02-2024,80947.57,19241.34,496,19
ORD-100813,EtaDistrib.,07-11-2022,25-11-2022,29-11-2022,6854,1737.82,444,15
ORD-100814,KappaKargo BV,01-05-2024,05-05-2024,04-05-2024,118303.02,59569.45,480,32
ORD-100815,KappaKargo BV,05-07-2024,09-07-2024,20-07-2024,186376.24,29006.8,469,22
ORD-100816,KappaKargo BV,17-02-2022,09-03-2022,21-03-2022,197263.15,47721.37,505,25
ORD-100817,BetaLogistics Ltd.,27-04-2022,10-05-2022,15-05-2022,61863.7,27375.88,893,17
ORD-100818,DeltaCargo Pvt.,30-12-2023,10-01-2024,19-01-2024,30882.57,3560.24,718,26
ORD-100819,EpsilonEx Corp.,30-12-2024,04-01-2025,05-01-2025,50430.37,18149.62,82,2
ORD-100820,ThetaTrade GmbH,27-01-2022,04-02-2022,16-02-2022,246009.68,35113.08,105,6
ORD-100821,KappaKargo BV,30-12-2023,14-01-2024,18-01-2024,81465.18,39170.77,71,1
ORD-100822,IotaImports SA,30-05-2022,16-06-2022,18-06-2022,110174.69,45974.93,707,23
ORD-100823,KappaKargo BV,13-12-2023,01-01-2024,07-01-2024,23528.51,9512.01,245,17
ORD-100824,AlphaSupply Co.,14-11-2023,24-11-2023,26-11-2023,198385.92,41788.51,416,18
ORD-100825,AlphaSupply Co.,10-04-2022,21-04-2022,29-04-2022,114880.14,53114.76,837,60
ORD-100826,EpsilonEx Corp.,16-01-2024,21-01-2024,31-01-2024,26412.48,6625.3,175,3
ORD-100827,IotaImports SA,09-09-2024,13-09-2024,17-09-2024,120870.77,46584.49,195,7
ORD-100828,DeltaCargo Pvt.,03-08-2024,13-08-2024,24-08-2024,179752.28,26246.51,125,5
ORD-100829,GammaGoods Inc.,01-02-2022,14-02-2022,19-02-2022,120894.28,17897.58,321,10
ORD-100830,GammaGoods Inc.,27-09-2022,01-10-2022,15-10-2022,242315.03,47734.88,135,7
ORD-100831,ThetaTrade GmbH,21-09-2022,01-10-2022,03-10-2022,218557.62,45460.54,648,8
